"","keyword","row_num"
"24304","ROAD MAPPING",24304
"24305","STRATEGIC FORESIGHT",24305
"24306","TECHNOLOGY MANAGEMENT",24306
"24307","ALUMINUM",24307
"24308","CASE STUDY",24308
"24309","SUPPLY CHAIN",24309
"24310","USED BEVERAGE CANS",24310
"24311","FIRM-LEVEL INNOVATION INDICATORS",24311
"24312","INNOVATION INDICATORS",24312
"24313","INNOVATION SURVEYS",24313
"24314","ORGANIZATIONAL INNOVATION",24314
"24315","COMPLEXITY",24315
"24316","EXECUTIVE SKILLS COURSE",24316
"24317","FUTURE THINKING",24317
"24318","HOLISM",24318
"24319","MENTAL TIME TRAVEL",24319
"24320","ROAD MAPPING",24320
"24321","STRATEGIC FORESIGHT",24321
"24322","TECHNOLOGY MANAGEMENT",24322
"24323","CREATIVITY",24323
"24324","INDUSTRIAL FIRMS",24324
"24325","INNOVATION MANAGEMENT",24325
"24326","INNOVATION PERFORMANCE",24326
"24327","INNOVATION MANAGEMENT",24327
"24328","OPEN INNOVATION",24328
"24329","ORGANIZATIONAL TRANSFORMATION",24329
"24330","PRODUCT DEVELOPMENT",24330
"24331","STRATEGIC CHANGE",24331
"24332","STRATEGIC RENEWAL",24332
"24333","COASTAL ENGINEERING",24333
"24334","EXECUTIVE ABILITY",24334
"24335","OFFSHORE ENGINEERING",24335
"24336","RISK MANAGEMENT",24336
"24337","WELDING MANAGEMENT SYSTEM",24337
"24338","ENTREPRENEURSHIP",24338
"24339","ENTREPRENEURSHIP",24339
"24340","INNOVATION",24340
"24341","INNOVATION MANAGEMENT",24341
"24342","INNOVATION ECOSYSTEM",24342
"24343","KNOWLEDGE TRANSFER",24343
"24344","OPEN INNOVATION",24344
"24345","OPEN INNOVATION CONTEST",24345
"24346","CONSEQUENCES OF INNOVATION ADOPTION",24346
"24347","CONSEQUENCES OF INNOVATIONS",24347
"24348","OPEN DATA",24348
"24349","OPEN GOVERNMENT DATA",24349
"24350","PRO-INNOVATION BIAS",24350
"24351","FFE",24351
"24352","IDEATION WORKSHOP",24352
"24353","INNOVATION MANAGEMENT",24353
"24354","ITERATIONS",24354
"24355","PDP",24355
"24356","PERFORMANCE MEASUREMENT",24356
"24357","SMES",24357
"24358","CONTINUOUS INNOVATION",24358
"24359","CREATIVITY",24359
"24360","CREATIVITY FACTORS",24360
"24361","CREATIVITY MECHANISMS",24361
"24362","INNOVATION",24362
"24363","INNOVATION MANAGEMENT",24363
"24364","KNOWLEDGE MANAGEMENT",24364
"24365","NEW PRODUCT CREATIVITY",24365
"24366","NEW PRODUCT DEVELOPMENT",24366
"24367","ORGANISATIONAL PRACTICES",24367
"24368","PROJECT MANAGEMENT",24368
"24369","VIDEO GAME INDUSTRY",24369
"24370","FOOD AND BEVERAGE",24370
"24371","GLOBALISATION",24371
"24372","INNOVATION STRATEGIES",24372
"24373","NEW PRODUCT DEVELOPMENT",24373
"24374","NEW PRODUCT INNOVATION",24374
"24375","SME",24375
"24376","AGILE PROJECT MANAGEMENT",24376
"24377","AGILE/STAGE-GATE HYBRID",24377
"24378","INNOVATION MANAGEMENT",24378
"24379","LEAD USER",24379
"24380","NEW PRODUCT DEVELOPMENT",24380
"24381","SCRUM",24381
"24382","STAGE-GATE PROCESS",24382
"24383","USER INNOVATION",24383
"24384","CONTINUOUS IMPROVEMENT",24384
"24385","HIGH-INVOLVEMENT INNOVATION",24385
"24386","HII",24386
"24387","INNOVATION MANAGEMENT",24387
"24388","INNOVATION PROCESS",24388
"24389","USER-PRODUCER ACTION",24389
"24390","ARTS MANAGEMENT",24390
"24391","CULTURAL HERITAGE MANAGEMENT",24391
"24392","CULTURAL POLICY",24392
"24393","DIGITAL INNOVATION MANAGEMENT",24393
"24394","INTERNATIONAL STRATEGIES",24394
"24395","VIRTUAL MUSEUMS",24395
"24396","CLUSTER MANAGEMENT",24396
"24397","ENTREPRENEURSHIP",24397
"24398","INNOVATION MANAGEMENT",24398
"24399","R AND D COMMERCIALISATION",24399
"24400","TECHNOLOGY TRANSFER",24400
"24401","CO-INNOVATION",24401
"24402","COLLABORATION",24402
"24403","COOPETITION",24403
"24404","INNOVATION",24404
"24405","SUPPLY CHAIN",24405
"24406","SUPPLY MANAGEMENT",24406
"24407","SUPPLY NETWORK",24407
"24408","VALUE NETWORK",24408
"24409","EMPIRICAL STUDY",24409
"24410","INNOVATION MANAGEMENT",24410
"24411","INNOVATION PROCESS",24411
"24412","LOGISTICS",24412
"24413","SUPPLY CHAIN MANAGEMENT",24413
"24414","APPROPRIABILITY OF INNOVATION",24414
"24415","CROSS-LICENSE",24415
"24416","ESSENTIAL PATENT",24416
"24417","INKJET PRINTER",24417
"24418","STRATEGIC ALLIANCE",24418
"24419","EDUCATION MODEL",24419
"24420","GLOBAL HIDDEN CHAMPION",24420
"24421","MANAGEMENT OF TECHNOLOGY",24421
"24422","SMES",24422
"24423","AGENT-BASED SIMULATION",24423
"24424","INNOVATION MANAGEMENT",24424
"24425","MARKET DYNAMICS",24425
"24426","PERFORMANCE IMPROVEMENT",24426
"24427","SMES",24427
"24428","ICT",24428
"24429","INNOVATION",24429
"24430","ORGANIZATIONAL STRUCTURE",24430
"24431","PROJECT",24431
"24432","INNOVATION",24432
"24433","OPEN INNOVATION",24433
"24434","PROCESS OF CHANGE",24434
"24435","CHANGE MANAGEMENT",24435
"24436","DESIGN SCIENCE RESEARCH",24436
"24437","FRAMEWORK",24437
"24438","STRATEGIC CHANGE",24438
"24439","COMPETITIVENESS AND PROFITS",24439
"24440","GLOBALIZATION",24440
"24441","GOVERNANCE",24441
"24442","INNOVATION",24442
"24443","MANAGEMENT",24443
"24444","TOURISM",24444
"24445","INNOVATION",24445
"24446","INNOVATIVE ECONOMY",24446
"24447","MANAGEMENT",24447
"24448","MARKETING",24448
"24449","SUSTAINABILITY",24449
"24450","BIG DATA ANALYSIS",24450
"24451","FINITE POPULATION",24451
"24452","PATENT ANALYSIS",24452
"24453","SAMPLE",24453
"24454","SUPERPOPULATION",24454
"24455","CLUSTER ARRANGEMENT OF RUSSIAN TERRITORIES",24455
"24456","DEVELOPMENT INSTITUTIONS",24456
"24457","ECONOMIC POLICY",24457
"24458","INNOVATIVE MODEL OF MANAGEMENT OF THE ECONOMY",24458
"24459","NON-OIL SECTOR",24459
"24460","PRIORITIES OF ECONOMIC POLICY",24460
"24461","REGIONAL ECONOMY",24461
"24462","THE MODEL OF ECONOMIC MANAGEMENT OF RAW MATERIALS",24462
"24463","THE MULTIPLIER EFFECT",24463
"24464","PATENTS AND INTELLECTUAL PROPERTY RIGHTS",24464
"24465","TECHNOLOGY AND INNOVATION MANAGEMENT",24465
"24466","TRANSACTION COST",24466
"24467","BIOPHARMACEUTICAL",24467
"24468","INBOUND OPEN INNOVATION",24468
"24469","INNOVATION STRATEGY",24469
"24470","INTANGIBLE ASSETS",24470
"24471","INTANGIBLES PORTFOLIO",24471
"24472","OPEN BUSINESS MODELS",24472
"24473","OPEN INNOVATION",24473
"24474","OUTBOUND OPEN INNOVATION",24474
"24475","TECHNOLOGY HARDWARE AND EQUIPMENT",24475
"24476","CONNECTED",24476
"24477","DESIGN CYCLES",24477
"24478","DIGITISED PRODUCTS",24478
"24479","HYBRID MATERIALITY",24479
"24480","INNOVATION MANAGEMENT",24480
"24481","PRODUCT LIFECYCLE",24481
"24482","PRODUCT MANAGEMENT",24482
"24483","INNOVATIVE DEVELOPMENT",24483
"24484","MODERNIZATION",24484
"24485","TECHNOLOGY PLATFORMS",24485
"24486","TRIPLE HELIX",24486
"24487","BUSINESS",24487
"24488","INFORMATION TECHNOLOGY",24488
"24489","INNOVATION MANAGEMENT",24489
"24490","RE-ENGINEERING",24490
"24491","ADDITIVE MODEL",24491
"24492","ECONOMETRIC MODELING",24492
"24493","EVALUATION METHODS",24493
"24494","MULTIPLICATIVE MODEL",24494
"24495","NATIONAL INNOVATION SYSTEM",24495
"24496","PRODUCTION FUNCTION",24496
"24497","INNOVATION MANAGEMENT",24497
"24498","MANAGEMENT INNOVATION",24498
"24499","SHARECONOMY",24499
"24500","SHARED VALUE",24500
"24501","SHARING ECONOMY",24501
"24502","STRATEGIC MANAGEMENT",24502
"24503","STRATEGY PROCESS",24503
"24504","COMPUTER-MEDIATED COMMUNICATION",24504
"24505","CONSUMER EMPOWERMENT",24505
"24506","CUSTOMER-ORIENTATION",24506
"24507","INNOVATION",24507
"24508","INNOVATION MANAGEMENT",24508
"24509","INTEGRATED MARKETING COMMUNICATIONS",24509
"24510","MARKET ORIENTATION",24510
"24511","MEDIA BUSINESS MODELS",24511
"24512","NEW MEDIA",24512
"24513","NEW PRODUCT MANAGEMENT",24513
"24514","INNOVATION MANAGEMENT",24514
"24515","PROCESS INDUSTRIES",24515
"24516","TECHNOLOGY MANAGEMENT",24516
"24517","CORPORATE SOCIAL RESPONSIBILITY",24517
"24518","CSR",24518
"24519","INNOVATION MANAGEMENT",24519
"24520","INNOVATION PROCESS",24520
"24521","STAKEHOLDER INTEGRATION",24521
"24522","INNOVATION MANAGEMENT",24522
"24523","INNOVATION PROCESS",24523
"24524","INNOVATIONS",24524
"24525","INNOVATIVE ACTIVITIES",24525
"24526","MARKET FACTORS",24526
"24527","BIBLIOMETRIC",24527
"24528","BUSINESS ECOSYSTEM",24528
"24529","SOFTWARE ECOSYSTEM",24529
"24530","INNOVATION MANAGEMENT",24530
"24531","MARKET RESEARCH",24531
"24532","MEDICAL DIAGNOSIS",24532
"24533","MEDICAL TESTS",24533
"24534","PRODUCT DEVELOPMENT",24534
"24535","ANTIOXIDANT",24535
"24536","COWS",24536
"24537","DIGESTION",24537
"24538","LACTATION",24538
"24539","TOXIN BINDER",24539
"24540","INNOVATION",24540
"24541","INNOVATION MANAGEMENT",24541
"24542","INNOVATION PROJECT",24542
"24543","PROJECT MANAGEMENT",24543
"24544","INNOVATION MANAGEMENT",24544
"24545","R AND D",24545
"24546","STRATEGIC MANAGEMENT OF TECHNOLOGY",24546
"24547","TECHNOLOGY MANAGEMENT IN GROWING ECONOMIES",24547
"24548","TECHNOLOGY STRATEGY",24548
"24549","TECHNOLOGY TRANSFER",24549
"24550","BIRKELAND-EYDE PROCESS",24550
"24551","FERTILIZER",24551
"24552","INDUSTRIAL HISTORY",24552
"24553","INNOVATION MANAGEMENT",24553
"24554","N-FIXATION",24554
"24555","PLASMA",24555
"24556","COMPONENT TECHNOLOGY",24556
"24557","EUROPE-CHINA",24557
"24558","EXTERNALISATION",24558
"24559","GLOBAL INNOVATION NETWORKS",24559
"24560","GOVERNANCE",24560
"24561","INTERNALISATION",24561
"24562","LEAD FIRMS STRATEGIES",24562
"24563","TECHNOLOGY COMPLEXITY",24563
"24564","TECHNOLOGY MANAGEMENT",24564
"24565","WIND TURBINES",24565
"24566","CROSS-IMPACT ANALYSIS",24566
"24567","HUMANOID",24567
"24568","NETWORK ANALYSIS",24568
"24569","PATENTS",24569
"24570","SUSTAINABLE TECHNOLOGY MANAGEMENT",24570
"24571","TOPIC MODEL",24571
"24572","BALANCED SCORECARD METHOD",24572
"24573","INNOVATIONS",24573
"24574","INTERNAL PROCESS PERSPECTIVE",24574
"24575","STRATEGIC MANAGEMENT SYSTEM",24575
"24576","VALUE CHAIN",24576
"24577","INNOVATION MANAGEMENT",24577
"24578","MULTIPLE CASE STUDY",24578
"24579","PHARMACEUTICAL INDUSTRY",24579
"24580","CONTROLLING OF TECHNOLOGY MANAGEMENT ACTIVITIES",24580
"24581","CYBERNETIC",24581
"24582","PERFORMANCE MEASUREMENT",24582
"24583","TECHNOLOGY MANAGEMENT EFFECTIVENESS",24583
"24584","ECODESIGN",24584
"24585","ENVIRONMENTAL REQUIREMENTS",24585
"24586","INNOVATION MANAGEMENT",24586
"24587","LEGISLATIVE COMPLIANCE",24587
"24588","PRODUCT DEVELOPMENT",24588
"24589","SUSTAINABILITY",24589
"24590","INFORMATION CAPABILITY",24590
"24591","INNOVATION",24591
"24592","KNOWLEDGE MANAGEMENT",24592
"24593","ORGANIZATIONAL CULTURE",24593
"24594","CROWD CREATION",24594
"24595","CROWD WISDOM",24595
"24596","CROWDFUNDING",24596
"24597","CROWDSOURCING",24597
"24598","CROWDSOURCING ADAPTION",24598
"24599","INDUSTRIAL MANAGEMENT",24599
"24600","INNOVATION",24600
"24601","INNOVATION MANAGEMENT",24601
"24602","INNOVATION PRODUCTION",24602
"24603","ENTREPRENEURIAL ORIENTATION",24603
"24604","ENTREPRENEURSHIP",24604
"24605","OPEN INNOVATION",24605
"24606","SYSTEMATIC REVIEW",24606
"24607","CHARACTERISTIC CURVES",24607
"24608","FORECASTS",24608
"24609","INNOVATION",24609
"24610","INNOVATION MANAGEMENT",24610
"24611","LIFE CYCLE",24611
"24612","PRODUCT STRATEGY",24612
"24613","SUPPLY CHAIN MANAGEMENT",24613
"24614","SUPPLY CHAIN STRATEGY",24614
"24615","DECISIONAL DNA",24615
"24616","INNOVATION MANAGEMENT",24616
"24617","PRODUCT DESIGN",24617
"24618","PRODUCT INNOVATION",24618
"24619","SET OF EXPERIENCE",24619
"24620","INDONESIA",24620
"24621","SCIENCE PARKS",24621
"24622","TECHNOLOGY MANAGEMENT",24622
"24623","TECHNOLOGY PARKS",24623
"24624","TRIPLE HELIX MODEL",24624
"24625","CHINA",24625
"24626","INNOVATION",24626
"24627","INTERNATIONAL COLLABORATION",24627
"24628","TECHNOLOGY MANAGEMENT",24628
"24629","UNIVERSITY-INDUSTRY LINKAGE",24629
"24630","CHANGE MANAGEMENT",24630
"24631","INNOVATION MANAGEMENT",24631
"24632","MANAGEMENT OF HUMAN RESOURCES",24632
"24633","PROCESS MANAGEMENT",24633
"24634","PROJECT MANAGEMENT",24634
"24635","STRATEGIC MANAGEMENT",24635
"24636","FIBRE-TO-THE-HOME",24636
"24637","FTTH",24637
"24638","INFRASTRUCTURE",24638
"24639","INNOVATION ECOSYSTEMS",24639
"24640","KNOWLEDGE FLOWS",24640
"24641","LIVING LABS",24641
"24642","OPEN INNOVATION",24642
"24643","SME",24643
"24644","STAKEHOLDER ROLES",24644
"24645","SYSTEMIC INNOVATION",24645
"24646","TESTBED",24646
"24647","USER INNOVATION",24647
"24648","USER-CENTRIC INNOVATION",24648
"24649","DECISIONAL DNA",24649
"24650","INNOVATION MANAGEMENT",24650
"24651","PRODUCT LIFE CYCLE",24651
"24652","SET OF EXPERIENCE",24652
"24653","SMART INNOVATION",24653
"24654","SMART KNOWLEDGE MANAGEMENT SYSTEM",24654
"24655","ECONOMIC GROWTH",24655
"24656","GLOBAL INNOVATION INDEX",24656
"24657","INDEX OF GLOBAL COMPETITIVENESS",24657
"24658","INTELLECTUAL CAPITAL",24658
"24659","NATIONAL INNOVATION SYSTEM",24659
"24660","CONSUMER BEHAVIOUR",24660
"24661","ENTRY-DECISION",24661
"24662","INNOVATION MANAGEMENT",24662
"24663","PERVASIVE RETAILING",24663
"24664","RETAILING",24664
"24665","STORE WINDOW DESIGN",24665
"24666","TECHNOLOGY MANAGEMENT",24666
"24667","INNOVATION MANAGEMENT",24667
"24668","KNOWLEDGE MANAGEMENT",24668
"24669","KNOWLEDGE VALUE CHAIN",24669
"24670","KVC",24670
"24671","CASE STUDY",24671
"24672","CORPORATE VENTURE CAPITAL",24672
"24673","CVC",24673
"24674","DYADS",24674
"24675","INNOVATION MANAGEMENT",24675
"24676","PROCESS",24676
"24677","QUALITATIVE RESEARCH",24677
"24678","RELATIONAL RENT",24678
"24679","RELATIONAL VIEW",24679
"24680","RV",24680
"24681","VALUE GENERATION",24681
"24682","VC",24682
"24683","VENTURE CAPITAL",24683
"24684","PATENT BIG DATA",24684
"24685","R DATA LANGUAGE",24685
"24686","TECHNOLOGY ANALYSIS",24686
"24687","TECHNOLOGY MANAGEMENT",24687
"24688","BUSINESS PERFORMANCE",24688
"24689","TECHNOLOGY MANAGEMENT",24689
"24690","ACADEMICIAN",24690
"24691","INNOVATION CULTURE",24691
"24692","ORGANISATION",24692
"24693","ANALYTIC HIERARCHY PROCESS (AHP)",24693
"24694","BIOFUELS",24694
"24695","DELPHI TECHNIQUE",24695
"24696","PATENT ANALYSIS",24696
"24697","PATENT NETWORK",24697
"24698","SOCIAL NETWORK ANALYSIS",24698
"24699","HORTICULTURE",24699
"24700","INNOVATION MANAGEMENT",24700
"24701","LICENSING",24701
"24702","PATENTS",24702
"24703","RESEARCH AND DEVELOPMENT",24703
"24704","TECHNOLOGICAL CHANGE",24704
"24705","CONSTRUCTION",24705
"24706","INNOVATION",24706
"24707","MANAGEMENT",24707
"24708","PROCESS",24708
"24709","SYSTEM",24709
"24710","CHASM",24710
"24711","EMERGING TECHNOLOGY",24711
"24712","ENTREPRENEURSHIP",24712
"24713","FORESIGHT ASSESSMENT",24713
"24714","INNOVATION",24714
"24715","TECHNOLOGICAL FORECASTING",24715
"24716","CUSTOMER RELATIONS MANAGEMENT",24716
"24717","GAME ANALYSIS SYSTEMS",24717
"24718","IT INNOVATIONS",24718
"24719","PRODUCT LIFE CYCLE",24719
"24720","TOP LEVEL SPORTS",24720
"24721","INNOVATION MANAGEMENT",24721
"24722","INNOVATION ORCHESTRATION",24722
"24723","LEAD USERS",24723
"24724","NETWORK MANAGEMENT",24724
"24725","NETWORK ORCHESTRATION",24725
"24726","NETWORKED INNOVATION",24726
"24727","BUSINESS STRATEGY",24727
"24728","CHEMICAL INDUSTRY",24728
"24729","EVALUATION",24729
"24730","INNOVATIVE PERSPECTIVE",24730
"24731","LEGAL ASPECTS OF INNOVATION",24731
"24732","MANUFACTURE",24732
"24733","LABORATORY MANAGEMENT",24733
"24734","POINT-OF-CARE TESTING",24734
"24735","REGULATORY COMPLIANCE",24735
"24736","COMPOSITE INDICATOR",24736
"24737","COUNTRY CLUSTER",24737
"24738","INDUSTRIAL ROBOTS",24738
"24739","INDUSTRY 4.0",24739
"24740","K-WAVES",24740
"24741","AI INNOVATION",24741
"24742","AIMATURITY",24742
"24743","ARTIFICIAL INTELLIGENCE",24743
"24744","IMS ISO 56002",24744
"24745","INNOVATIONMANAGEMENT",24745
"24746","MATURITY MODEL",24746
"24747","FATIGUE MONITORING",24747
"24748","FIRM AGENCY",24748
"24749","INNOVATION MANAGEMENT",24749
"24750","MINING INDUSTRY",24750
"24751","TECHNOLOGICAL INNOVATION SYSTEMS",24751
"24752","COVID-19",24752
"24753","EMERGING ECONOMIES",24753
"24754","INFORMATION AND COMMUNICATION TECHNOLOGIES",24754
"24755","OPERATIONS MANAGEMENT",24755
"24756","TEACHING PRACTICES",24756
"24757","TECHNOLOGY EDUCATION",24757
"24758","FAMILY BUSINESS",24758
"24759","OPEN INNOVATION",24759
"24760","SERVICE INNOVATION",24760
"24761","SERVITIZATION",24761
"24762","AI-AUGMENTED DECISION-MAKING",24762
"24763","ALGORITHM APPRECIATION",24763
"24764","ALGORITHMIC DECISION-MAKING",24764
"24765","OVERRELIANCE",24765
"24766","STRATEGY",24766
"24767","CIRCULAR ECONOMY",24767
"24768","DOMESTIC INTER-ORGANIZATIONAL COLLABORATION",24768
"24769","INNOVATION",24769
"24770","INSTITUTIONAL THEORY",24770
"24771","RESOURCE DEPENDENCE THEORY",24771
"24772","REVERSE LOGISTICS",24772
"24773","DIGITAL SERVITIZATION",24773
"24774","DISRUPTIVE TECHNOLOGIES",24774
"24775","INDUSTRY 4.0",24775
"24776","ITALY",24776
"24777","PRIOR KNOWLEDGE",24777
"24778","DYE-SENSITIZED SOLAR CELLS (DSSCS)",24778
"24779","MAIN PATH ANALYSIS (MPA)",24779
"24780","PATENT CITATION NETWORK",24780
"24781","TECH MINING",24781
"24782","TECHNOLOGYEVOLUTION PATHWAY",24782
"24783","DETERMINANTS",24783
"24784","ENVIRONMENT",24784
"24785","FRAMEWORK.",24785
"24786","GREEN INNOVATION CAPABILITIES",24786
"24787","GREEN PRODUCT INNOVATION",24787
"24788","MANUFACTURING FIRMS",24788
"24789","MATRIX",24789
"24790","ORGANIZATIONAL DIMENSIONS",24790
"24791","SUSTAINABILITY",24791
"24792","TAXONOMY",24792
"24793","CROWDSOURCING",24793
"24794","EMPLOYEE INNOVATION",24794
"24795","IDEA MANAGEMENT",24795
"24796","IDEATION",24796
"24797","SOCIAL NETWORK ANALYSIS",24797
"24798","USER INNOVATION AND COMMUNITIES",24798
"24799","CROWDSOURCING",24799
"24800","DECISION-MAKING",24800
"24801","SEMI-SUPERVISED LEARNING",24801
"24802","SUPPORT VECTOR MACHINES",24802
"24803","SUSTAINABILITY",24803
"24804","TEXT MINING",24804
"24805","AGILE DEVELOPMENT",24805
"24806","INNOVATION",24806
"24807","INNOVATION MANAGEMENT",24807
"24808","LEVERS OF CONTROL",24808
"24809","MANAGEMENT CONTROL SYSTEMS",24809
"24810","PROJECT MANAGEMENT",24810
"24811","COVID-19 PANDEMIC",24811
"24812","DISADVANTAGE",24812
"24813","EDUCATION",24813
"24814","SCOPING REVIEW",24814
"24815","VULNERABLE YOUNG PEOPLE",24815
"24816","BUSINESS MODELS",24816
"24817","SUSTAINABLE",24817
"24818","TECHNOLOGY AND INNOVATION MANAGEMENT",24818
"24819","INNOVATION MANAGEMENT",24819
"24820","INNOVATIVE WORK BEHAVIOUR (IWB)",24820
"24821","LEADER-MEMBER EXCHANGE",24821
"24822","ORGANISATIONAL SUPPORT",24822
"24823","INNOVATION CULTURE",24823
"24824","INNOVATION GAPS",24824
"24825","INNOVATION MANAGEMENT",24825
"24826","INNOVATION MANAGEMENT STANDARD",24826
"24827","INNOVATION MANAGEMENT SYSTEM",24827
"24828","ISO 56000",24828
"24829","SYSTEMATIC INNOVATION MANAGEMENT",24829
"24830","UNE 166002: 2006",24830
"24831","EVALUATION METHODS",24831
"24832","EX-POST EVALUATION",24832
"24833","INNOVATION MANAGEMENT",24833
"24834","PUBLIC POLICY",24834
"24835","R&D",24835
"24836","TECHNOLOGICAL FORECASTING",24836
"24837","TECHNOLOGICAL INNOVATION",24837
"24838","TECHNOLOGY TRANSFER",24838
"24839","ADAPTIVE LEADERSHIP",24839
"24840","AGENDA-SETTING",24840
"24841","AGILITY",24841
"24842","AMBIDEXTROUS ORGANIZATIONS",24842
"24843","AMBIGUITY",24843
"24844","IMPLEMENTING STRATEGY",24844
"24845","INFORMATION SHARING",24845
"24846","INNOVATION MANAGEMENT",24846
"24847","SCENARIO PLANNING",24847
"24848","STRATEGIC VISION",24848
"24849","CRITICAL DISCOURSE ANALYSIS (CDA)",24849
"24850","EMPLOYEE-DRIVEN INNOVATION (EDI)",24850
"24851","INCLUSIVE INNOVATION",24851
"24852","INCLUSIVE ORGANISATION",24852
"24853","INNOVATION MANAGEMENT",24853
"24854","NON-R&D INNOVATION",24854
"24855","ENERGY POLICY",24855
"24856","INNOVATION MANAGEMENT",24856
"24857","SOLAR PV",24857
"24858","TECHNOLOGY ASSESSMENT",24858
"24859","TECHNOLOGY MANAGEMENT",24859
"24860","SMART CITY",24860
"24861","SMART SERVICES MANAGEMENT",24861
"24862","SUSTAINABLE CITY",24862
"24863","SUSTAINABLE DEVELOPMENT INDICATORS",24863
"24864","SUSTAINABLE INNOVATION MANAGEMENT",24864
"24865","URBAN SUSTAINABILITY MANAGEMENT",24865
"24866","BIBLIOMETRIC ANALYSIS",24866
"24867","CO-CITATION ANALYSIS",24867
"24868","PLATFORM RESEARCH",24868
"24869","RESEARCH AGENDA",24869
"24870","BLOCKCHAIN TECHNOLOGY",24870
"24871","BUYER INNOVATION",24871
"24872","INDUSTRY 4.0",24872
"24873","RELATIONAL CAPITAL",24873
"24874","SUPPLY CHAIN AMBIDEXTERITY",24874
"24875","SUSTAINABILITY",24875
"24876","KNOWLEDGE-BASED FIRMS",24876
"24877","NTBFS",24877
"24878","POLICY ASSESSMENT",24878
"24879","POLICY EVALUATION",24879
"24880","PUBLIC POLICIES",24880
"24881","COMMUNITIES OF LEARNING",24881
"24882","COMMUNITY",24882
"24883","INNOVATION",24883
"24884","ORGANIZATIONAL LEARNING",24884
"24885","PARTICIPATORY ACTION RESEARCH (PAR)",24885
"24886","EVOLUTIONARY THEORY",24886
"24887","INNOVATION MANAGEMENT",24887
"24888","LEARNING",24888
"24889","PATENTS",24889
"24890","STRATEGIC ALLIANCES",24890
"24891","TECHNOLOGY ALLIANCES TECHNOLOGY STRATEGY",24891
"24892","DEVELOPMENT OF MECHANICAL ARTIFICIAL INTELLIGENCE",24892
"24893","EMPLOYEE STRESS SOURCE",24893
"24894","MATTER-ELEMENT ANALYSIS",24894
"24895","MENTAL HEALTH EDUCATION",24895
"24896","STRESS-COPING STRATEGIES",24896
"24897","CONVERSION AND COMPLEMENTARY INDUSTRIES",24897
"24898","MARKETING",24898
"24899","PALM",24899
"24900","TOTAL INNOVATION MANAGEMENT",24900
"24901","DATA SCIENCE",24901
"24902","INDUSTRY 4.0",24902
"24903","MATURITY ASSESSMENT",24903
"24904","MATURITY MODEL",24904
"24905","PROCESS IMPROVEMENT",24905
"24906","SMART MANUFACTURING",24906
"24907","CO-CREATION",24907
"24908","GREENHOUSE HORTICULTURE",24908
"24909","HIGH-TECH CONTEXT",24909
"24910","INNOVATION",24910
"24911","MULTI-STAKEHOLDER NETWORK",24911
"24912","STAKEHOLDER RELATIONSHIP MANAGEMENT",24912
"24913","SUSTAINABLE INNOVATIONS",24913
"24914","INNOVATION PROCESS",24914
"24915","MANUFACTURING",24915
"24916","PRODUCT MANAGEMENT",24916
"24917","TECHNOLOGY INNOVATION",24917
"24918","BIBLIOGRAPHIC",24918
"24919","BIBLIOMETRIC",24919
"24920","INNOVATION MANAGEMENT",24920
"24921","NEW PRODUCT DEVELOPMENT",24921
"24922","TECHNOLOGY MANAGEMENT",24922
"24923","INDUSTRY CONVERGENCE",24923
"24924","INNOVATION",24924
"24925","KNOWLEDGE COMBINATION",24925
"24926","PATENT",24926
"24927","TECHNOLOGY FORECASTING",24927
"24928","CHANGE MANAGEMENT",24928
"24929","COMPLEX ADAPTIVE SYSTEMS",24929
"24930","INNOVATION RESISTANCE",24930
"24931","QUALITATIVE COMPARATIVE ANALYSIS",24931
"24932","SUSTAINABLE CITY",24932
"24933","URBAN INNOVATION",24933
"24934","BOTTOM-UP APPROACH",24934
"24935","CO2 EMISSION REDUCTION",24935
"24936","CONSERVATION SUPPLY CURVE (CSC)",24936
"24937","COST-BENEFIT EVALUATION",24937
"24938","ENERGY CONSERVATION",24938
"24939","ENERGY-INTENSIVE INDUSTRIES",24939
"24940","EXTERNAL KNOWLEDGE SOURCING",24940
"24941","FINANCIAL PERFORMANCE",24941
"24942","INNOVATION MANAGEMENT",24942
"24943","OPEN INNOVATION",24943
"24944","PROCESS INDUSTRIES",24944
"24945","PRODUCTION MANAGEMENT",24945
"24946","PUBLIC INSTITUTIONAL KNOWLEDGE SOURCE",24946
"24947","BUSINESS MODEL",24947
"24948","BUSINESS MODEL INNOVATION",24948
"24949","INNOVATION MANAGEMENT",24949
"24950","LITERATURE REVIEW",24950
"24951","PROCESS INDUSTRIES",24951
"24952","PRODUCTION MANAGEMENT",24952
"24953","CITATION AGING",24953
"24954","COLLABORATION",24954
"24955","KNOWLEDGE MAPPING",24955
"24956","PROF. ZEYUAN LIU",24956
"24957","THEME EVOLUTION",24957
"24958","WISE LAB",24958
"24959","CASE STUDY",24959
"24960","CO-CREATION",24960
"24961","DESIGN-DRIVEN INNOVATION",24961
"24962","INNOVATION MANAGEMENT",24962
"24963","PERFORMING ARTS",24963
"24964","PRODUCT INNOVATION",24964
"24965","INNOVATION",24965
"24966","MODIFIED TOTAL INTERPRETIVE STRUCTURAL MODELING",24966
"24967","TECHNOLOGY ALLIANCE",24967
"24968","TISM",24968
"24969","BUSINESS NETWORKS",24969
"24970","BUSINESS STRATEGY",24970
"24971","COMMERCIALIZATION",24971
"24972","ENTREPRENEURSHIP",24972
